user_id,action,timestamp,item_id,app_id,media_id,poi_id,duration
user_0002,browse,2025-12-04 02:42:47,长城_哈弗H9,,易车网,,269
user_0002,browse,2025-12-04 06:42:47,比亚迪_秦,,汽车之家,,92
user_0002,browse,2025-12-04 11:42:47,比亚迪_秦,,爱卡汽车,,266
user_0002,browse,2025-12-04 13:42:47,长城_WEY VV7,,汽车之家,,59
user_0002,compare,2025-12-04 18:42:47,"对比_比亚迪_汉,长城_哈弗H9",汽车之家,,,323
user_0002,browse,2025-12-05 00:42:47,长城_哈弗H6,,懂车帝,,230
user_0002,browse,2025-12-05 06:42:47,比亚迪_秦,,易车网,,157
user_0002,compare,2025-12-05 07:42:47,"对比_长城_WEY VV7,比亚迪_宋",汽车之家,,,308
user_0002,click,2025-12-05 10:42:47,长城_哈弗H9_详情页,,易车网,,
user_0002,click,2025-12-05 13:42:47,比亚迪_秦_详情页,,汽车之家,,
user_0002,browse,2025-12-05 19:42:47,比亚迪_唐,,爱卡汽车,,195
user_0002,browse,2025-12-05 21:42:47,比亚迪_唐,,易车网,,112
user_0003,browse,2025-11-24 10:42:47,大众_途观,,爱卡汽车,,65
user_0003,browse,2025-11-24 17:42:47,奔驰_GLC,,爱卡汽车,,210
user_0003,visit_poi,2025-11-25 04:42:47,,,,XX高尔夫俱乐部,1917
user_0003,use_app,2025-11-25 06:42:47,,懂车帝,,,1257
user_0003,browse,2025-11-25 14:42:47,雷克萨斯_ES,,易车网,,144
user_0003,browse,2025-11-25 17:42:47,奔驰_GLC,,懂车帝,,52
user_0003,use_app,2025-11-26 00:42:47,,小红书,,,311
user_0003,browse,2025-11-26 01:42:47,宝马_7系,,新浪汽车,,174
user_0003,browse,2025-11-26 13:42:47,大众_途昂,,懂车帝,,70
user_0003,browse,2025-11-26 23:42:47,本田_奥德赛,,懂车帝,,239
user_0003,use_app,2025-11-27 02:42:47,,懂车帝,,,400
user_0003,use_app,2025-11-27 08:42:47,,懂车帝,,,577
user_0003,browse,2025-11-27 11:42:47,宝马_X3,,爱卡汽车,,295
user_0003,browse,2025-11-27 19:42:47,本田_奥德赛,,懂车帝,,71
user_0003,use_app,2025-11-27 21:42:47,,懂车帝,,,640
user_0003,visit_poi,2025-11-28 01:42:47,,,,XX高尔夫球场,2454
user_0003,use_app,2025-11-28 04:42:47,,汽车之家,,,1726
user_0003,use_app,2025-11-28 08:42:47,,汽车之家,,,1140
user_0003,use_app,2025-11-28 09:42:47,,易车,,,691
user_0003,browse,2025-11-28 16:42:47,本田_冠道,,汽车之家,,79
user_0003,visit_poi,2025-11-29 03:42:47,,,,XX私房菜,4258
user_0003,visit_poi,2025-11-29 11:42:47,,,,XX商务会所,4476
user_0003,use_app,2025-11-29 16:42:47,,易车,,,439
user_0003,browse,2025-11-29 19:42:47,宝马_7系,,汽车之家,,271
user_0003,browse,2025-11-29 20:42:47,本田_雅阁,,爱卡汽车,,209
user_0003,use_app,2025-11-30 04:42:47,,抖音,,,609
user_0003,use_app,2025-11-30 13:42:47,,易车,,,544
user_0003,visit_poi,2025-11-30 16:42:47,,,,XX西餐厅,3435
user_0003,use_app,2025-12-01 02:42:47,,大众点评,,,1391
user_0003,visit_poi,2025-12-01 08:42:47,,,,XX私人会所,5202
user_0003,use_app,2025-12-01 15:42:47,,抖音,,,1563
user_0003,browse,2025-12-01 22:42:47,大众_途昂,,汽车之家,,119
user_0003,visit_poi,2025-12-01 23:42:47,,,,XX私人会所,3211
user_0003,use_app,2025-12-02 00:42:47,,大众点评,,,189
user_0003,use_app,2025-12-02 11:42:47,,小红书,,,136
user_0003,browse,2025-12-02 14:42:47,本田_雅阁,,易车网,,215
user_0003,use_app,2025-12-03 02:42:47,,懂车帝,,,1280
user_0003,browse,2025-12-03 08:42:47,奔驰_GLC,,懂车帝,,219
user_0003,browse,2025-12-03 10:42:47,宝马_5系,,易车网,,157
user_0003,browse,2025-12-03 13:42:47,宝马_5系,,易车网,,231
user_0003,use_app,2025-12-03 14:42:47,,懂车帝,,,277
user_0003,browse,2025-12-03 18:42:47,宝马_X5,,懂车帝,,298
user_0003,browse,2025-12-03 20:42:47,本田_冠道,,爱卡汽车,,43
user_0003,browse,2025-12-04 05:42:47,大众_帕萨特,,易车网,,131
user_0003,use_app,2025-12-04 09:42:47,,易车,,,938
user_0003,visit_poi,2025-12-04 13:42:47,,,,XX日料店,4189
user_0003,browse,2025-12-04 22:42:47,雷克萨斯_RX,,爱卡汽车,,86
user_0003,use_app,2025-12-05 00:42:47,,微信,,,111
user_0003,browse,2025-12-05 03:42:47,奔驰_C级,,爱卡汽车,,236
user_0003,use_app,2025-12-05 12:42:47,,微信,,,1484
user_0003,visit_poi,2025-12-05 18:42:47,,,,XX高尔夫球场,2675
user_0003,browse,2025-12-05 19:42:47,奔驰_E级,,新浪汽车,,57
user_0003,browse,2025-12-05 22:42:47,宝马_X3,,懂车帝,,156
user_0003,browse,2025-12-06 04:42:47,雷克萨斯_RX,,懂车帝,,234
user_0003,use_app,2025-12-06 09:42:47,,懂车帝,,,1370
user_0003,browse,2025-12-06 12:42:47,奔驰_GLC,,爱卡汽车,,229
user_0003,use_app,2025-12-06 15:42:47,,懂车帝,,,1145
user_0003,browse,2025-12-07 02:42:47,雷克萨斯_LS,,汽车之家,,42
user_0003,browse,2025-12-07 04:42:47,本田_雅阁,,汽车之家,,138
user_0003,click,2025-12-07 11:42:47,宝马_X5_详情页,,懂车帝,,
user_0003,search,2025-12-07 15:42:47,大众和大众对比,懂车帝,,,
user_0003,click,2025-12-07 19:42:47,奔驰_GLC_详情页,,易车网,,
user_0003,search,2025-12-08 02:42:47,大众和宝马对比,懂车帝,,,
user_0003,click,2025-12-08 10:42:47,雷克萨斯_LS_详情页,,汽车之家,,
user_0003,search,2025-12-08 15:42:47,大众帕萨特配置,易车,,,
user_0003,search,2025-12-08 22:42:47,本田奥德赛,易车,,,
user_0003,search,2025-12-09 05:42:47,宝马7系怎么样,汽车之家,,,
user_0003,search,2025-12-09 06:42:47,本田奥德赛价格,汽车之家,,,
user_0003,search,2025-12-09 08:42:47,雷克萨斯NX,汽车之家,,,
user_0003,click,2025-12-09 11:42:47,宝马_3系_详情页,,爱卡汽车,,
user_0003,click,2025-12-09 13:42:47,雷克萨斯_NX_详情页,,汽车之家,,
user_0003,browse,2025-12-09 20:42:47,雷克萨斯_LS,,新浪汽车,,272
user_0003,search,2025-12-10 02:42:47,宝马和宝马对比,汽车之家,,,
user_0003,search,2025-12-10 07:42:47,大众帕萨特,易车,,,
user_0003,click,2025-12-10 09:42:47,雷克萨斯_LS_详情页,,易车网,,
user_0003,search,2025-12-10 12:42:47,大众迈腾怎么样,易车,,,
user_0003,search,2025-12-10 19:42:47,大众途观,易车,,,
user_0003,browse,2025-12-11 03:42:47,大众_途昂,,爱卡汽车,,257
user_0003,browse,2025-12-11 05:42:47,雷克萨斯_ES,,汽车之家,,224
user_0003,browse,2025-12-11 10:42:47,宝马_7系,,懂车帝,,239
user_0003,browse,2025-12-11 16:42:47,大众_帕萨特,,汽车之家,,174
user_0003,search,2025-12-11 18:42:47,本田和宝马对比,易车,,,
user_0003,search,2025-12-11 23:42:47,奔驰S级怎么样,懂车帝,,,
user_0003,search,2025-12-12 00:42:47,大众帕萨特价格,懂车帝,,,
user_0003,browse,2025-12-12 08:42:47,本田_奥德赛,,懂车帝,,220
user_0003,browse,2025-12-12 14:42:47,本田_奥德赛,,易车网,,159
user_0003,browse,2025-12-12 21:42:47,奔驰_GLC,,汽车之家,,95
user_0003,click,2025-12-12 22:42:47,雷克萨斯_ES_详情页,,易车网,,
user_0003,search,2025-12-13 02:42:47,奔驰和本田对比,汽车之家,,,
user_0003,browse,2025-12-13 05:42:47,奔驰_S级,,爱卡汽车,,260
user_0003,click,2025-12-13 06:42:47,奔驰_GLE_详情页,,新浪汽车,,
user_0003,search,2025-12-13 13:42:47,奔驰E级配置,懂车帝,,,
user_0003,search,2025-12-13 16:42:47,大众帕萨特配置,汽车之家,,,
user_0003,browse,2025-12-13 20:42:47,大众_途昂,,新浪汽车,,181
user_0003,click,2025-12-13 22:42:47,大众_迈腾_详情页,,易车网,,
user_0003,search,2025-12-14 04:42:47,本田和奔驰对比,易车,,,
user_0003,search,2025-12-14 12:42:47,大众途昂怎么样,懂车帝,,,
user_0003,browse,2025-12-14 18:42:47,宝马_3系,,汽车之家,,231
user_0003,browse,2025-12-14 21:42:47,大众_迈腾,,爱卡汽车,,275
user_0003,browse,2025-12-15 04:42:47,大众_途观,,汽车之家,,123
user_0003,browse,2025-12-15 09:42:47,奔驰_S级,,懂车帝,,86
user_0003,search,2025-12-15 16:42:47,宝马3系,易车,,,
user_0003,browse,2025-12-15 19:42:47,宝马_X3,,懂车帝,,66
user_0003,click,2025-12-15 22:42:47,雷克萨斯_LS_详情页,,易车网,,
user_0003,browse,2025-12-16 03:42:47,雷克萨斯_NX,,汽车之家,,217
user_0003,browse,2025-12-16 06:42:47,本田_雅阁,,易车网,,208
user_0003,search,2025-12-16 08:42:47,奔驰E级油耗,汽车之家,,,
user_0003,search,2025-12-16 09:42:47,大众途观,易车,,,
user_0003,browse,2025-12-16 16:42:47,大众_途昂,,汽车之家,,211
user_0003,click,2025-12-16 21:42:47,奔驰_C级_详情页,,懂车帝,,
user_0003,click,2025-12-17 02:42:47,雷克萨斯_LS_详情页,,新浪汽车,,
user_0003,search,2025-12-17 10:42:47,本田冠道,易车,,,
user_0003,browse,2025-12-17 15:42:47,大众_迈腾,,易车网,,283
user_0003,search,2025-12-17 18:42:47,雷克萨斯LS,易车,,,
user_0003,search,2025-12-18 01:42:47,奔驰C级价格,易车,,,
user_0003,browse,2025-12-18 03:42:47,本田_雅阁,,新浪汽车,,34
user_0003,browse,2025-12-18 10:42:47,本田_奥德赛,,易车网,,280
user_0003,search,2025-12-18 17:42:47,宝马3系油耗,懂车帝,,,
user_0003,click,2025-12-18 19:42:47,奔驰_GLE_详情页,,懂车帝,,
user_0003,click,2025-12-18 23:42:47,奔驰_GLE_详情页,,汽车之家,,
user_0003,search,2025-12-19 05:42:47,大众帕萨特价格,汽车之家,,,
user_0003,search,2025-12-19 12:42:47,宝马X5怎么样,易车,,,
user_0003,browse,2025-12-19 14:42:47,本田_雅阁,,爱卡汽车,,205
user_0003,search,2025-12-19 21:42:47,奔驰和宝马对比,懂车帝,,,
user_0003,browse,2025-12-19 23:42:47,宝马_3系,,新浪汽车,,126
user_0003,browse,2025-12-20 03:42:47,雷克萨斯_ES,,汽车之家,,251
user_0003,click,2025-12-20 05:42:47,奔驰_C级_详情页,,爱卡汽车,,
user_0003,click,2025-12-20 11:42:47,本田_雅阁_详情页,,汽车之家,,
user_0003,click,2025-12-20 17:42:47,大众_帕萨特_详情页,,易车网,,
user_0003,browse,2025-12-20 19:42:47,大众_迈腾,,爱卡汽车,,230
user_0003,compare,2025-12-20 23:42:47,"对比_雷克萨斯_LS,本田_冠道",汽车之家,,,526
user_0003,browse,2025-12-21 01:42:47,大众_途观,,新浪汽车,,263
user_0003,click,2025-12-21 03:42:47,本田_冠道_详情页,,易车网,,
user_0003,browse,2025-12-21 05:42:47,奔驰_C级,,易车网,,112
user_0003,compare,2025-12-21 10:42:47,"对比_雷克萨斯_NX,本田_雅阁",汽车之家,,,198
user_0003,browse,2025-12-21 12:42:47,本田_雅阁,,易车网,,64
user_0003,compare,2025-12-21 17:42:47,"对比_奔驰_C级,宝马_3系",汽车之家,,,244
user_0003,visit_poi,2025-12-21 23:42:47,,,,雷克萨斯4S店,5485
user_0003,visit_poi,2025-12-22 03:42:47,,,,雷克萨斯4S店,4920
user_0003,click,2025-12-22 04:42:47,本田_冠道_详情页,,爱卡汽车,,
user_0003,compare,2025-12-22 05:42:47,"对比_大众_迈腾,奔驰_GLC",汽车之家,,,319
user_0003,compare,2025-12-22 07:42:47,"对比_大众_途昂,宝马_3系",汽车之家,,,258
user_0003,browse,2025-12-22 13:42:47,雷克萨斯_RX,,爱卡汽车,,283
user_0003,compare,2025-12-22 17:42:47,"对比_奔驰_S级,雷克萨斯_RX",汽车之家,,,582
user_0003,compare,2025-12-22 19:42:47,"对比_本田_奥德赛,雷克萨斯_LS",汽车之家,,,359
user_0003,click,2025-12-22 20:42:47,大众_迈腾_详情页,,易车网,,
user_0003,click,2025-12-22 23:42:47,宝马_7系_详情页,,爱卡汽车,,
user_0003,compare,2025-12-23 05:42:47,"对比_雷克萨斯_RX,奔驰_GLE",汽车之家,,,269
user_0003,browse,2025-12-23 10:42:47,奔驰_S级,,新浪汽车,,197
user_0003,click,2025-12-23 11:42:47,雷克萨斯_RX_详情页,,新浪汽车,,
user_0003,compare,2025-12-23 17:42:47,"对比_雷克萨斯_ES,奔驰_C级",汽车之家,,,269
user_0003,click,2025-12-23 20:42:47,雷克萨斯_LS_详情页,,易车网,,
user_0003,compare,2025-12-24 02:42:47,"对比_雷克萨斯_RX,大众_迈腾",汽车之家,,,183
user_0003,click,2025-12-24 05:42:47,宝马_7系_详情页,,汽车之家,,
user_0003,browse,2025-12-24 06:42:47,本田_CR-V,,汽车之家,,45
user_0003,browse,2025-12-24 08:42:47,本田_冠道,,新浪汽车,,249
user_0003,compare,2025-12-24 12:42:47,"对比_本田_冠道,雷克萨斯_NX",汽车之家,,,517
user_0003,click,2025-12-24 18:42:47,雷克萨斯_NX_详情页,,懂车帝,,
user_0003,visit_poi,2025-12-24 22:42:47,,,,奔驰4S店,4006
user_0003,compare,2025-12-25 04:42:47,"对比_奔驰_E级,宝马_3系",汽车之家,,,241
user_0003,compare,2025-12-25 09:42:47,"对比_大众_途昂,本田_冠道",汽车之家,,,502
user_0003,click,2025-12-25 12:42:47,雷克萨斯_ES_详情页,,懂车帝,,
user_0004,use_app,2025-11-24 10:42:47,,高德地图,,,353
user_0004,visit_poi,2025-11-24 13:42:47,,,,XX日料店,4520
user_0004,visit_poi,2025-11-24 18:42:47,,,,XX私人会所,2231
user_0004,use_app,2025-11-25 06:42:47,,易车,,,292
user_0004,use_app,2025-11-25 15:42:47,,汽车之家,,,1688
user_0004,browse,2025-11-25 22:42:47,长城_哈弗H6,,汽车之家,,159
user_0004,use_app,2025-11-25 23:42:47,,高德地图,,,1485
user_0004,browse,2025-11-26 03:42:47,长城_哈弗H9,,汽车之家,,183
user_0004,visit_poi,2025-11-26 07:42:47,,,,XX商务会所,1965
user_0004,browse,2025-11-26 09:42:47,长城_WEY VV7,,爱卡汽车,,57
user_0004,use_app,2025-11-26 10:42:47,,大众点评,,,983
user_0004,browse,2025-11-26 13:42:47,长城_哈弗H9,,懂车帝,,212
user_0004,browse,2025-11-26 14:42:47,吉利_星越,,爱卡汽车,,186
user_0004,browse,2025-11-26 20:42:47,长城_哈弗H6,,新浪汽车,,100
user_0004,browse,2025-11-26 22:42:47,长城_哈弗H6,,爱卡汽车,,166
user_0004,browse,2025-11-27 02:42:47,长城_哈弗H6,,易车网,,109
user_0004,visit_poi,2025-11-27 12:42:47,,,,XX日料店,3821
user_0004,visit_poi,2025-11-28 00:42:47,,,,XX私房菜,3733
user_0004,browse,2025-11-28 08:42:47,长城_哈弗H9,,新浪汽车,,241
user_0004,use_app,2025-11-28 19:42:47,,大众点评,,,568
user_0004,visit_poi,2025-11-29 07:42:47,,,,XX私人会所,2757
user_0004,visit_poi,2025-11-29 15:42:47,,,,XX日料店,2129
user_0004,browse,2025-11-29 22:42:47,吉利_星越,,汽车之家,,94
user_0004,use_app,2025-11-30 06:42:47,,小红书,,,304
user_0004,use_app,2025-11-30 13:42:47,,汽车之家,,,1398
user_0004,browse,2025-11-30 21:42:47,吉利_缤越,,爱卡汽车,,30
user_0004,visit_poi,2025-12-01 02:42:47,,,,XX私人会所,3872
user_0004,use_app,2025-12-01 13:42:47,,懂车帝,,,1163
user_0004,search,2025-12-01 14:42:47,长城和长城对比,易车,,,
user_0004,browse,2025-12-01 19:42:47,吉利_博越,,易车网,,211
user_0004,click,2025-12-01 20:42:47,长城_WEY VV7_详情页,,汽车之家,,
user_0004,click,2025-12-02 03:42:47,吉利_博越_详情页,,新浪汽车,,
user_0004,search,2025-12-02 07:42:47,长城WEY VV7价格,汽车之家,,,
user_0004,search,2025-12-02 14:42:47,吉利和长城对比,汽车之家,,,
user_0004,search,2025-12-02 20:42:47,长城哈弗H9油耗,汽车之家,,,
user_0004,click,2025-12-03 00:42:47,吉利_博越_详情页,,易车网,,
user_0004,search,2025-12-03 07:42:47,吉利博越怎么样,懂车帝,,,
user_0004,browse,2025-12-03 13:42:47,吉利_帝豪,,爱卡汽车,,155
user_0004,search,2025-12-03 21:42:47,长城哈弗H9价格,懂车帝,,,
user_0004,search,2025-12-04 04:42:47,吉利帝豪怎么样,汽车之家,,,
user_0004,browse,2025-12-04 06:42:47,吉利_博越,,新浪汽车,,181
user_0004,search,2025-12-04 08:42:47,吉利帝豪油耗,易车,,,
user_0004,search,2025-12-04 09:42:47,吉利缤越价格,汽车之家,,,
user_0004,browse,2025-12-04 14:42:47,吉利_星越,,新浪汽车,,96
user_0004,browse,2025-12-04 16:42:47,长城_WEY VV7,,新浪汽车,,113
user_0004,search,2025-12-05 00:42:47,长城和吉利对比,汽车之家,,,
user_0004,click,2025-12-05 02:42:47,吉利_博越_详情页,,爱卡汽车,,
user_0004,click,2025-12-05 03:42:47,长城_哈弗H6_详情页,,懂车帝,,
user_0004,browse,2025-12-05 05:42:47,吉利_缤越,,易车网,,62
user_0004,search,2025-12-05 11:42:47,长城和长城对比,汽车之家,,,
user_0004,browse,2025-12-05 15:42:47,长城_WEY VV7,,爱卡汽车,,55
user_0004,search,2025-12-05 21:42:47,长城WEY VV7怎么样,易车,,,
user_0004,search,2025-12-05 22:42:47,吉利缤越怎么样,汽车之家,,,
user_0004,search,2025-12-06 02:42:47,长城哈弗H6配置,懂车帝,,,
user_0004,browse,2025-12-06 09:42:47,吉利_帝豪,,懂车帝,,194
user_0004,click,2025-12-06 12:42:47,吉利_缤越_详情页,,懂车帝,,
user_0004,browse,2025-12-06 20:42:47,长城_WEY VV7,,新浪汽车,,296
user_0004,search,2025-12-07 03:42:47,长城WEY VV7油耗,易车,,,
user_0004,browse,2025-12-07 07:42:47,长城_WEY VV7,,爱卡汽车,,64
user_0004,browse,2025-12-07 11:42:47,吉利_帝豪,,懂车帝,,86
user_0004,browse,2025-12-07 19:42:47,长城_WEY VV7,,爱卡汽车,,238
user_0004,browse,2025-12-08 01:42:47,长城_WEY VV7,,爱卡汽车,,248
user_0004,click,2025-12-08 07:42:47,吉利_星越_详情页,,新浪汽车,,
user_0004,click,2025-12-08 12:42:47,吉利_缤越_详情页,,汽车之家,,
user_0004,compare,2025-12-08 13:42:47,"对比_吉利_星越,长城_WEY VV7",汽车之家,,,563
